Sexo	Edad	Relación con la actividad económica	Periodo	Total
Ambos sexos	De 30 a 34 años	Total	2017	2.882,6
Ambos sexos	De 30 a 34 años	Total	2016	3.006,7
Ambos sexos	De 30 a 34 años	Total	2015	3.177,8
Ambos sexos	De 30 a 34 años	Total	2014	3.343,6
Ambos sexos	De 30 a 34 años	Total	2013	3.549,3
Ambos sexos	De 30 a 34 años	Total	2012	3.758,2
Ambos sexos	De 30 a 34 años	Total	2011	3.917,1
Ambos sexos	De 30 a 34 años	Total	2010	4.032,4
Ambos sexos	De 30 a 34 años	Total	2009	4.103,3
Ambos sexos	De 30 a 34 años	Total	2008	4.105
Ambos sexos	De 30 a 34 años	Total	2007	4.023,5
Ambos sexos	De 30 a 34 años	Total	2006	3.904
Ambos sexos	De 30 a 34 años	Activos	2024	2.504,4
Ambos sexos	De 30 a 34 años	Activos	2023	2.499,6
Ambos sexos	De 30 a 34 años	Activos	2022	2.425,3
Ambos sexos	De 30 a 34 años	Activos	2021	2.402
Ambos sexos	De 30 a 34 años	Activos	2020	2.379,1
Ambos sexos	De 30 a 34 años	Activos	2019	2.461,3
Ambos sexos	De 30 a 34 años	Activos	2018	2.492,6
Ambos sexos	De 30 a 34 años	Activos	2017	2.557,7
Ambos sexos	De 30 a 34 años	Activos	2016	2.704,2
Ambos sexos	De 30 a 34 años	Activos	2015	2.887,6
Ambos sexos	De 30 a 34 años	Activos	2014	3.040,7
Ambos sexos	De 30 a 34 años	Activos	2013	3.222,2
Ambos sexos	De 30 a 34 años	Activos	2012	3.397,9
Ambos sexos	De 30 a 34 años	Activos	2011	3.532,8
Ambos sexos	De 30 a 34 años	Activos	2010	3.617,3
Ambos sexos	De 30 a 34 años	Activos	2009	3.645,9
Ambos sexos	De 30 a 34 años	Activos	2008	3.638,9
Ambos sexos	De 30 a 34 años	Activos	2007	3.515,1
Ambos sexos	De 30 a 34 años	Activos	2006	3.382,2
Ambos sexos	De 30 a 34 años	Ocupados	2024	2.227,1
Ambos sexos	De 30 a 34 años	Ocupados	2023	2.199,1
Ambos sexos	De 30 a 34 años	Ocupados	2022	2.117,9
Ambos sexos	De 30 a 34 años	Ocupados	2021	2.032,8
Ambos sexos	De 30 a 34 años	Ocupados	2020	1.979,5
Ambos sexos	De 30 a 34 años	Ocupados	2019	2.119,1
Ambos sexos	De 30 a 34 años	Ocupados	2018	2.113,9
Ambos sexos	De 30 a 34 años	Ocupados	2017	2.131,9
Ambos sexos	De 30 a 34 años	Ocupados	2016	2.183,8
Ambos sexos	De 30 a 34 años	Ocupados	2015	2.262
Ambos sexos	De 30 a 34 años	Ocupados	2014	2.309,6
Ambos sexos	De 30 a 34 años	Ocupados	2013	2.388
Ambos sexos	De 30 a 34 años	Ocupados	2012	2.560
Ambos sexos	De 30 a 34 años	Ocupados	2011	2.780,7
Ambos sexos	De 30 a 34 años	Ocupados	2010	2.921,9
Ambos sexos	De 30 a 34 años	Ocupados	2009	3.022,2
Ambos sexos	De 30 a 34 años	Ocupados	2008	3.264,9
Ambos sexos	De 30 a 34 años	Ocupados	2007	3.255,9
Ambos sexos	De 30 a 34 años	Ocupados	2006	3.117,6
Ambos sexos	De 30 a 34 años	Parados	2024	277,4
Ambos sexos	De 30 a 34 años	Parados	2023	300,5
Ambos sexos	De 30 a 34 años	Parados	2022	307,4
Ambos sexos	De 30 a 34 años	Parados	2021	369,3
Ambos sexos	De 30 a 34 años	Parados	2020	399,7
Ambos sexos	De 30 a 34 años	Parados	2019	342,3
Ambos sexos	De 30 a 34 años	Parados	2018	378,7
Ambos sexos	De 30 a 34 años	Parados	2017	425,8
Ambos sexos	De 30 a 34 años	Parados	2016	520,4
Ambos sexos	De 30 a 34 años	Parados	2015	625,6
Ambos sexos	De 30 a 34 años	Parados	2014	731,1
Ambos sexos	De 30 a 34 años	Parados	2013	834,2
Ambos sexos	De 30 a 34 años	Parados	2012	837,9
Ambos sexos	De 30 a 34 años	Parados	2011	752,1
Ambos sexos	De 30 a 34 años	Parados	2010	695,4
Ambos sexos	De 30 a 34 años	Parados	2009	623,7
Ambos sexos	De 30 a 34 años	Parados	2008	374
Ambos sexos	De 30 a 34 años	Parados	2007	259,2
Ambos sexos	De 30 a 34 años	Parados	2006	264,6
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2024	19
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2023	24,2
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2022	22,4
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2021	23,2
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2020	21,8
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2019	25,1
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2018	21,4
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2017	24,8
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2016	30,1
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2015	33,8
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2014	26,9
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2013	28,9
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2012	26,4
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2011	20,6
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2010	20,1
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2009	20,5
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2008	13,7
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2007	15,3
Ambos sexos	De 30 a 34 años	Parados que buscan primer empleo	2006	14,9
Ambos sexos	De 30 a 34 años	Inactivos	2024	330,8
Ambos sexos	De 30 a 34 años	Inactivos	2023	304,1
Ambos sexos	De 30 a 34 años	Inactivos	2022	330,2
Ambos sexos	De 30 a 34 años	Inactivos	2021	339
Ambos sexos	De 30 a 34 años	Inactivos	2020	369,7
Ambos sexos	De 30 a 34 años	Inactivos	2019	314
Ambos sexos	De 30 a 34 años	Inactivos	2018	317,9
Ambos sexos	De 30 a 34 años	Inactivos	2017	324,9
Ambos sexos	De 30 a 34 años	Inactivos	2016	302,5
Ambos sexos	De 30 a 34 años	Inactivos	2015	290,2
Ambos sexos	De 30 a 34 años	Inactivos	2014	302,8
Ambos sexos	De 30 a 34 años	Inactivos	2013	327,1
Ambos sexos	De 30 a 34 años	Inactivos	2012	360,3
Ambos sexos	De 30 a 34 años	Inactivos	2011	384,3
Ambos sexos	De 30 a 34 años	Inactivos	2010	415,1
Ambos sexos	De 30 a 34 años	Inactivos	2009	457,4
Ambos sexos	De 30 a 34 años	Inactivos	2008	466,1
Ambos sexos	De 30 a 34 años	Inactivos	2007	508,4
Ambos sexos	De 30 a 34 años	Inactivos	2006	521,8
Ambos sexos	De 35 a 39 años	Total	2024	3.043,2
Ambos sexos	De 35 a 39 años	Total	2023	3.062,3
Ambos sexos	De 35 a 39 años	Total	2022	3.089,8
Ambos sexos	De 35 a 39 años	Total	2021	3.171
Ambos sexos	De 35 a 39 años	Total	2020	3.248,8
Ambos sexos	De 35 a 39 años	Total	2019	3.367,2
Ambos sexos	De 35 a 39 años	Total	2018	3.489
Ambos sexos	De 35 a 39 años	Total	2017	3.623,5
Ambos sexos	De 35 a 39 años	Total	2016	3.757,9
Ambos sexos	De 35 a 39 años	Total	2015	3.882,1
Ambos sexos	De 35 a 39 años	Total	2014	3.966,3
Ambos sexos	De 35 a 39 años	Total	2013	4.031,4
Ambos sexos	De 35 a 39 años	Total	2012	4.062,9
Ambos sexos	De 35 a 39 años	Total	2011	4.051,3
Ambos sexos	De 35 a 39 años	Total	2010	4.004,9
Ambos sexos	De 35 a 39 años	Total	2009	3.949,5
Ambos sexos	De 35 a 39 años	Total	2008	3.884,6
Ambos sexos	De 35 a 39 años	Total	2007	3.794,7
Ambos sexos	De 35 a 39 años	Total	2006	3.692,9
Ambos sexos	De 35 a 39 años	Activos	2024	2.703,1
Ambos sexos	De 35 a 39 años	Activos	2023	2.737,7
Ambos sexos	De 35 a 39 años	Activos	2022	2.741,8
Ambos sexos	De 35 a 39 años	Activos	2021	2.813,8
Ambos sexos	De 35 a 39 años	Activos	2020	2.846,5
Ambos sexos	De 35 a 39 años	Activos	2019	3.009,9
Ambos sexos	De 35 a 39 años	Activos	2018	3.121,2
Ambos sexos	De 35 a 39 años	Activos	2017	3.271,5
Ambos sexos	De 35 a 39 años	Activos	2016	3.420,6
Ambos sexos	De 35 a 39 años	Activos	2015	3.523,1
Ambos sexos	De 35 a 39 años	Activos	2014	3.596,8
Ambos sexos	De 35 a 39 años	Activos	2013	3.645,8
Ambos sexos	De 35 a 39 años	Activos	2012	3.662,1
Ambos sexos	De 35 a 39 años	Activos	2011	3.622,2
Ambos sexos	De 35 a 39 años	Activos	2010	3.544
Ambos sexos	De 35 a 39 años	Activos	2009	3.447,3
Ambos sexos	De 35 a 39 años	Activos	2008	3.339,3
Ambos sexos	De 35 a 39 años	Activos	2007	3.226,3
Ambos sexos	De 35 a 39 años	Activos	2006	3.129,4
Ambos sexos	De 35 a 39 años	Ocupados	2024	2.456
Ambos sexos	De 35 a 39 años	Ocupados	2023	2.442,6
Ambos sexos	De 35 a 39 años	Ocupados	2022	2.417,7
Ambos sexos	De 35 a 39 años	Ocupados	2021	2.443,1
Ambos sexos	De 35 a 39 años	Ocupados	2020	2.444,7
Ambos sexos	De 35 a 39 años	Ocupados	2019	2.664,2
Ambos sexos	De 35 a 39 años	Ocupados	2018	2.720,4
Ambos sexos	De 35 a 39 años	Ocupados	2017	2.801,2
Ambos sexos	De 35 a 39 años	Ocupados	2016	2.853,1
Ambos sexos	De 35 a 39 años	Ocupados	2015	2.862,5
Ambos sexos	De 35 a 39 años	Ocupados	2014	2.838
Ambos sexos	De 35 a 39 años	Ocupados	2013	2.818,2
Ambos sexos	De 35 a 39 años	Ocupados	2012	2.870,3
Ambos sexos	De 35 a 39 años	Ocupados	2011	2.940,3
Ambos sexos	De 35 a 39 años	Ocupados	2010	2.901,6
Ambos sexos	De 35 a 39 años	Ocupados	2009	2.886,2
Ambos sexos	De 35 a 39 años	Ocupados	2008	3.019,2
Ambos sexos	De 35 a 39 años	Ocupados	2007	3.001,3
Ambos sexos	De 35 a 39 años	Ocupados	2006	2.906,9
Ambos sexos	De 35 a 39 años	Parados	2024	247,1
Ambos sexos	De 35 a 39 años	Parados	2023	295,1
Ambos sexos	De 35 a 39 años	Parados	2022	324
Ambos sexos	De 35 a 39 años	Parados	2021	370,7
Ambos sexos	De 35 a 39 años	Parados	2020	401,9
Ambos sexos	De 35 a 39 años	Parados	2019	345,7
Ambos sexos	De 35 a 39 años	Parados	2018	400,8
Ambos sexos	De 35 a 39 años	Parados	2017	470,3
Ambos sexos	De 35 a 39 años	Parados	2016	567,5
Ambos sexos	De 35 a 39 años	Parados	2015	660,6
Ambos sexos	De 35 a 39 años	Parados	2014	758,8
Ambos sexos	De 35 a 39 años	Parados	2013	827,6
Ambos sexos	De 35 a 39 años	Parados	2012	791,8
Ambos sexos	De 35 a 39 años	Parados	2011	681,9
Ambos sexos	De 35 a 39 años	Parados	2010	642,4
Ambos sexos	De 35 a 39 años	Parados	2009	561,1
Ambos sexos	De 35 a 39 años	Parados	2008	320,1
Ambos sexos	De 35 a 39 años	Parados	2007	225
Ambos sexos	De 35 a 39 años	Parados	2006	222,6
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2024	9,5
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2023	15,5
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2022	15,5
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2021	15,8
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2020	16,7
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2019	14,3
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2018	16,6
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2017	14,3
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2016	16,3
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2015	18,3
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2014	21,4
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2013	16,6
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2012	16,6
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2011	17,5
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2010	13,6
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2009	9,4
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2008	9,4
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2007	8
Ambos sexos	De 35 a 39 años	Parados que buscan primer empleo	2006	8,9
Ambos sexos	De 35 a 39 años	Inactivos	2024	340,1
Ambos sexos	De 35 a 39 años	Inactivos	2023	324,6
Ambos sexos	De 35 a 39 años	Inactivos	2022	348,1
Ambos sexos	De 35 a 39 años	Inactivos	2021	357,3
Ambos sexos	De 35 a 39 años	Inactivos	2020	402,3
Ambos sexos	De 35 a 39 años	Inactivos	2019	357,3
Ambos sexos	De 35 a 39 años	Inactivos	2018	367,8
Ambos sexos	De 35 a 39 años	Inactivos	2017	352
Ambos sexos	De 35 a 39 años	Inactivos	2016	337,3
Ambos sexos	De 35 a 39 años	Inactivos	2015	358,9
Ambos sexos	De 35 a 39 años	Inactivos	2014	369,5
Ambos sexos	De 35 a 39 años	Inactivos	2013	385,6
Ambos sexos	De 35 a 39 años	Inactivos	2012	400,9
Ambos sexos	De 35 a 39 años	Inactivos	2011	429,1
Ambos sexos	De 35 a 39 años	Inactivos	2010	460,9
Ambos sexos	De 35 a 39 años	Inactivos	2009	502,2
Ambos sexos	De 35 a 39 años	Inactivos	2008	545,2
Ambos sexos	De 35 a 39 años	Inactivos	2007	568,4
Ambos sexos	De 35 a 39 años	Inactivos	2006	563,4
Ambos sexos	De 40 a 44 años	Total	2024	3.572,8
Ambos sexos	De 40 a 44 años	Total	2023	3.675,5
Ambos sexos	De 40 a 44 años	Total	2022	3.763
Ambos sexos	De 40 a 44 años	Total	2021	3.852,8
Ambos sexos	De 40 a 44 años	Total	2020	3.904,6
Ambos sexos	De 40 a 44 años	Total	2019	3.954,1
Ambos sexos	De 40 a 44 años	Total	2018	3.960,3
Ambos sexos	De 40 a 44 años	Total	2017	3.940,8
Ambos sexos	De 40 a 44 años	Total	2016	3.917,8
Ambos sexos	De 40 a 44 años	Total	2015	3.887,3
Ambos sexos	De 40 a 44 años	Total	2014	3.855,4
Ambos sexos	De 40 a 44 años	Total	2013	3.838
Ambos sexos	De 40 a 44 años	Total	2012	3.836,8
Ambos sexos	De 40 a 44 años	Total	2011	3.811,9
Ambos sexos	De 40 a 44 años	Total	2010	3.773,3
Ambos sexos	De 40 a 44 años	Total	2009	3.745,7
Ambos sexos	De 40 a 44 años	Total	2008	3.698,3
Ambos sexos	De 40 a 44 años	Total	2007	3.602,1
Ambos sexos	De 40 a 44 años	Total	2006	3.488,3
Ambos sexos	De 40 a 44 años	Activos	2024	3.188,6
Ambos sexos	De 40 a 44 años	Activos	2023	3.283,7
Ambos sexos	De 40 a 44 años	Activos	2022	3.364,5
Ambos sexos	De 40 a 44 años	Activos	2021	3.446
Ambos sexos	De 40 a 44 años	Activos	2020	3.436
Ambos sexos	De 40 a 44 años	Activos	2019	3.536,1
Ambos sexos	De 40 a 44 años	Activos	2018	3.554
Ambos sexos	De 40 a 44 años	Activos	2017	3.533,3
Ambos sexos	De 40 a 44 años	Activos	2016	3.511,4
Ambos sexos	De 40 a 44 años	Activos	2015	3.455,3
Ambos sexos	De 40 a 44 años	Activos	2014	3.411,7
Ambos sexos	De 40 a 44 años	Activos	2013	3.381,3
Ambos sexos	De 40 a 44 años	Activos	2012	3.361,4
Ambos sexos	De 40 a 44 años	Activos	2011	3.310,3
Ambos sexos	De 40 a 44 años	Activos	2010	3.248,5
Ambos sexos	De 40 a 44 años	Activos	2009	3.202,8
Ambos sexos	De 40 a 44 años	Activos	2008	3.115,3
Ambos sexos	De 40 a 44 años	Activos	2007	3.001,9
Ambos sexos	De 40 a 44 años	Activos	2006	2.862,6
Ambos sexos	De 40 a 44 años	Ocupados	2024	2.898
Ambos sexos	De 40 a 44 años	Ocupados	2023	2.975
Ambos sexos	De 40 a 44 años	Ocupados	2022	3.017,9
Ambos sexos	De 40 a 44 años	Ocupados	2021	3.052,9
Ambos sexos	De 40 a 44 años	Ocupados	2020	3.020
Ambos sexos	De 40 a 44 años	Ocupados	2019	3.130,7
Ambos sexos	De 40 a 44 años	Ocupados	2018	3.127,2
Ambos sexos	De 40 a 44 años	Ocupados	2017	3.039,9
Ambos sexos	De 40 a 44 años	Ocupados	2016	2.938,6
Ambos sexos	De 40 a 44 años	Ocupados	2015	2.824,3
Ambos sexos	De 40 a 44 años	Ocupados	2014	2.692
Ambos sexos	De 40 a 44 años	Ocupados	2013	2.618,9
Ambos sexos	De 40 a 44 años	Ocupados	2012	2.625,4
Ambos sexos	De 40 a 44 años	Ocupados	2011	2.684,1
Ambos sexos	De 40 a 44 años	Ocupados	2010	2.693
Ambos sexos	De 40 a 44 años	Ocupados	2009	2.716,8
Ambos sexos	De 40 a 44 años	Ocupados	2008	2.813,2
Ambos sexos	De 40 a 44 años	Ocupados	2007	2.800,3
Ambos sexos	De 40 a 44 años	Ocupados	2006	2.665,8
Ambos sexos	De 40 a 44 años	Parados	2024	290,6
Ambos sexos	De 40 a 44 años	Parados	2023	308,7
Ambos sexos	De 40 a 44 años	Parados	2022	346,6
Ambos sexos	De 40 a 44 años	Parados	2021	393
Ambos sexos	De 40 a 44 años	Parados	2020	416,1
Ambos sexos	De 40 a 44 años	Parados	2019	405,3
Ambos sexos	De 40 a 44 años	Parados	2018	426,8
Ambos sexos	De 40 a 44 años	Parados	2017	493,4
Ambos sexos	De 40 a 44 años	Parados	2016	572,8
Ambos sexos	De 40 a 44 años	Parados	2015	631
Ambos sexos	De 40 a 44 años	Parados	2014	719,7
Ambos sexos	De 40 a 44 años	Parados	2013	762,5
Ambos sexos	De 40 a 44 años	Parados	2012	735,9
Ambos sexos	De 40 a 44 años	Parados	2011	626,2
Ambos sexos	De 40 a 44 años	Parados	2010	555,6
Ambos sexos	De 40 a 44 años	Parados	2009	486
Ambos sexos	De 40 a 44 años	Parados	2008	302,1
Ambos sexos	De 40 a 44 años	Parados	2007	201,6
Ambos sexos	De 40 a 44 años	Parados	2006	196,8
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2024	12,3
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2023	10,3
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2022	9,4
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2021	12,4
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2020	8,5
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2019	10,3
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2018	9,6
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2017	10,8
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2016	10,8
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2015	14,1
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2014	14
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2013	14,6
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2012	19,2
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2011	12,5
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2010	9,1
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2009	9,4
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2008	9,1
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2007	7,5
Ambos sexos	De 40 a 44 años	Parados que buscan primer empleo	2006	6,7
Ambos sexos	De 40 a 44 años	Inactivos	2024	384,2
Ambos sexos	De 40 a 44 años	Inactivos	2023	391,8
Ambos sexos	De 40 a 44 años	Inactivos	2022	398,5
Ambos sexos	De 40 a 44 años	Inactivos	2021	406,8
Ambos sexos	De 40 a 44 años	Inactivos	2020	468,5
Ambos sexos	De 40 a 44 años	Inactivos	2019	418
Ambos sexos	De 40 a 44 años	Inactivos	2018	406,3
Ambos sexos	De 40 a 44 años	Inactivos	2017	407,5
Ambos sexos	De 40 a 44 años	Inactivos	2016	406,5
Ambos sexos	De 40 a 44 años	Inactivos	2015	432
Ambos sexos	De 40 a 44 años	Inactivos	2014	443,7
Ambos sexos	De 40 a 44 años	Inactivos	2013	456,7
Ambos sexos	De 40 a 44 años	Inactivos	2012	475,4
Ambos sexos	De 40 a 44 años	Inactivos	2011	501,6
Ambos sexos	De 40 a 44 años	Inactivos	2010	524,7
Ambos sexos	De 40 a 44 años	Inactivos	2009	542,9
Ambos sexos	De 40 a 44 años	Inactivos	2008	583
Ambos sexos	De 40 a 44 años	Inactivos	2007	600,2
Ambos sexos	De 40 a 44 años	Inactivos	2006	625,7
Ambos sexos	De 45 a 49 años	Total	2024	4.071,9
Ambos sexos	De 45 a 49 años	Total	2023	4.062,4
Ambos sexos	De 45 a 49 años	Total	2022	4.008,1
Ambos sexos	De 45 a 49 años	Total	2021	3.953,2
Ambos sexos	De 45 a 49 años	Total	2020	3.890,5
Ambos sexos	De 45 a 49 años	Total	2019	3.832
Ambos sexos	De 45 a 49 años	Total	2018	3.773,4
Ambos sexos	De 45 a 49 años	Total	2017	3.734,4
Ambos sexos	De 45 a 49 años	Total	2016	3.708,2
Ambos sexos	De 45 a 49 años	Total	2015	3.683,2
Ambos sexos	De 45 a 49 años	Total	2014	3.672,8
Ambos sexos	De 45 a 49 años	Total	2013	3.662,8
Ambos sexos	De 45 a 49 años	Total	2012	3.625,7
Ambos sexos	De 45 a 49 años	Total	2011	3.562
Ambos sexos	De 45 a 49 años	Total	2010	3.495
Ambos sexos	De 45 a 49 años	Total	2009	3.420,6
Ambos sexos	De 45 a 49 años	Total	2008	3.335,7
Ambos sexos	De 45 a 49 años	Total	2007	3.249,3
Ambos sexos	De 45 a 49 años	Total	2006	3.148,4
Ambos sexos	De 45 a 49 años	Activos	2024	3.609,3
Ambos sexos	De 45 a 49 años	Activos	2023	3.584
Ambos sexos	De 45 a 49 años	Activos	2022	3.532,5
Ambos sexos	De 45 a 49 años	Activos	2021	3.457,7
Ambos sexos	De 45 a 49 años	Activos	2020	3.345
Ambos sexos	De 45 a 49 años	Activos	2019	3.333,7
Ambos sexos	De 45 a 49 años	Activos	2018	3.268,4
Ambos sexos	De 45 a 49 años	Activos	2017	3.215,2
Ambos sexos	De 45 a 49 años	Activos	2016	3.206,6
Ambos sexos	De 45 a 49 años	Activos	2015	3.171,1
Ambos sexos	De 45 a 49 años	Activos	2014	3.143,4
Ambos sexos	De 45 a 49 años	Activos	2013	3.130,2
Ambos sexos	De 45 a 49 años	Activos	2012	3.094,4
Ambos sexos	De 45 a 49 años	Activos	2011	2.993,9
Ambos sexos	De 45 a 49 años	Activos	2010	2.920,6
Ambos sexos	De 45 a 49 años	Activos	2009	2.826,7
Ambos sexos	De 45 a 49 años	Activos	2008	2.711,2
Ambos sexos	De 45 a 49 años	Activos	2007	2.600
Ambos sexos	De 45 a 49 años	Activos	2006	2.490,6
Ambos sexos	De 45 a 49 años	Ocupados	2024	3.291,5
Ambos sexos	De 45 a 49 años	Ocupados	2023	3.245,7
Ambos sexos	De 45 a 49 años	Ocupados	2022	3.179,2
Ambos sexos	De 45 a 49 años	Ocupados	2021	3.057,6
Ambos sexos	De 45 a 49 años	Ocupados	2020	2.931,6
Ambos sexos	De 45 a 49 años	Ocupados	2019	2.948,8
Ambos sexos	De 45 a 49 años	Ocupados	2018	2.847,6
Ambos sexos	De 45 a 49 años	Ocupados	2017	2.730,9
Ambos sexos	De 45 a 49 años	Ocupados	2016	2.662,3
Ambos sexos	De 45 a 49 años	Ocupados	2015	2.537,8
Ambos sexos	De 45 a 49 años	Ocupados	2014	2.460,1
Ambos sexos	De 45 a 49 años	Ocupados	2013	2.412,3
Ambos sexos	De 45 a 49 años	Ocupados	2012	2.437,4
Ambos sexos	De 45 a 49 años	Ocupados	2011	2.461,1
Ambos sexos	De 45 a 49 años	Ocupados	2010	2.458,6
Ambos sexos	De 45 a 49 años	Ocupados	2009	2.433,1
Ambos sexos	De 45 a 49 años	Ocupados	2008	2.480,3
Ambos sexos	De 45 a 49 años	Ocupados	2007	2.436,7
Ambos sexos	De 45 a 49 años	Ocupados	2006	2.346,1
Ambos sexos	De 45 a 49 años	Parados	2024	317,9
Ambos sexos	De 45 a 49 años	Parados	2023	338,2
Ambos sexos	De 45 a 49 años	Parados	2022	353,3
